OrderID,Date,Product,Category,BaseCost,SellingPrice,Quantity,TotalSales,CustomerName,CustomerLocation,PaymentMethod,Status
ORD1681,27-03-2022,Laptop,Electronics,44700,52522.5,3,157567.5,Samar Reddy,Jaipur,Credit Card,Pending
ORD1682,28-03-2022,Laptop,Electronics,44700,52522.5,2,105045,Vrinda Singh,Mumbai,PayPal,Completed
ORD1683,29-03-2022,Jeans,Clothing,1907.2,2765.44,5,13827.2,Vidhi Gupta,Delhi,Debit Card,Pending
ORD1684,29-03-2022,Washing Machine,Home Appliances,19072,22886.4,3,68659.2,Vrinda Singh,Mumbai,Credit Card,Cancelled
ORD1685,29-03-2022,Smartphone,Electronics,7141.27,7962.52,4,31850.08,Reyansh Yadav,Pune,PayPal,Pending
ORD1686,30-03-2022,Jeans,Clothing,1907.2,2765.44,1,2765.44,Krish Desai,Hyderabad,PayPal,Cancelled
ORD1687,02-04-2022,Smartphone,Electronics,7141.27,7962.52,1,7962.52,Pranav Desai,Hyderabad,Amazon Pay,Completed
ORD1688,03-04-2022,Washing Machine,Home Appliances,19072,22886.4,4,91545.6,Eesha Menon,Lucknow,Credit Card,Pending
ORD1689,05-04-2022,Book,Books,238.4,274.16,5,1370.8,Sara Menon,Lucknow,Amazon Pay,Pending
ORD1690,05-04-2022,Book,Books,238.4,274.16,1,274.16,Riya Kumar,Kolkata,Credit Card,Pending
ORD1691,06-04-2022,Smartphone,Electronics,7141.27,7962.52,5,39812.6,Parth Patel,Chennai,Gift Card,Completed
ORD1692,07-04-2022,Refrigerator,Home Appliances,23840,27416,2,54832,Arjun Kumar,Kolkata,PayPal,Cancelled
ORD1693,07-04-2022,Jeans,Clothing,1907.2,2765.44,1,2765.44,Zoya Kumar,Kolkata,Gift Card,Cancelled
ORD1694,07-04-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Waman Patel,Chennai,PayPal,Pending
ORD1695,08-04-2022,Smartwatch,Electronics,2384,2920.4,2,5840.8,Gia Reddy,Jaipur,Debit Card,Cancelled
ORD1696,09-04-2022,Jeans,Clothing,1907.2,2765.44,1,2765.44,Advik Gupta,Delhi,Gift Card,Cancelled
ORD1697,10-04-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Avni Kumar,Kolkata,Amazon Pay,Completed
ORD1698,11-04-2022,Jeans,Clothing,1907.2,2765.44,1,2765.44,Kabir Patel,Chennai,Debit Card,Cancelled
ORD1699,12-04-2022,Jeans,Clothing,1907.2,2765.44,4,11061.76,Sara Menon,Lucknow,Debit Card,Cancelled
ORD1700,12-04-2022,Washing Machine,Home Appliances,19072,22886.4,5,114432,Ansh Jain,Ahmedabad,Amazon Pay,Pending
ORD1701,14-04-2022,Running Shoes,Footwear,2682,3486.6,4,13946.4,Myra Jain,Ahmedabad,PayPal,Completed
ORD1702,14-04-2022,Jeans,Clothing,1907.2,2765.44,5,13827.2,Vrinda Singh,Mumbai,Debit Card,Pending
ORD1703,15-04-2022,Jeans,Clothing,1907.2,2765.44,5,13827.2,Vanya Yadav,Pune,Debit Card,Pending
ORD1704,15-04-2022,Jeans,Clothing,1907.2,2765.44,1,2765.44,Riya Kumar,Kolkata,PayPal,Cancelled
ORD1705,17-04-2022,Laptop,Electronics,44700,52522.5,2,105045,Eva Jain,Ahmedabad,PayPal,Completed
ORD1706,17-04-2022,Jeans,Clothing,1907.2,2765.44,1,2765.44,Zoya Kumar,Kolkata,PayPal,Cancelled
ORD1707,18-04-2022,Laptop,Electronics,44700,52522.5,4,210090,Lara Gupta,Delhi,Amazon Pay,Pending
ORD1708,19-04-2022,Smartphone,Electronics,7141.27,7962.52,5,39812.6,Kavya Reddy,Jaipur,Gift Card,Pending
ORD1709,23-04-2022,Headphones,Electronics,2980,3576,3,10728,Eklavya Gupta,Delhi,Debit Card,Pending
ORD1710,23-04-2022,T-Shirt,Clothing,892.81,1383.85,1,1383.85,Kiara Kumar,Kolkata,Credit Card,Pending
ORD1711,23-04-2022,Jeans,Clothing,1907.2,2765.44,1,2765.44,Gia Reddy,Jaipur,PayPal,Cancelled
ORD1712,23-04-2022,Book,Books,238.4,274.16,2,548.32,Shlok Jain,Ahmedabad,Debit Card,Completed
ORD1713,23-04-2022,Headphones,Electronics,2980,3576,3,10728,Ansh Jain,Ahmedabad,Amazon Pay,Cancelled
ORD1714,24-04-2022,Headphones,Electronics,2980,3576,3,10728,Ishaan Singh,Mumbai,Gift Card,Pending
ORD1715,24-04-2022,Smartphone,Electronics,7141.27,7962.52,4,31850.08,Sia Reddy,Jaipur,Credit Card,Completed
ORD1716,24-04-2022,Smartwatch,Electronics,2384,2920.4,4,11681.6,Vanya Yadav,Pune,Credit Card,Completed
ORD1717,26-04-2022,Laptop,Electronics,44700,52522.5,4,210090,Vihan Sharma,Bengaluru,Credit Card,Completed
ORD1718,27-04-2022,Smartphone,Electronics,7141.27,7962.52,3,23887.56,Akira Gupta,Delhi,Credit Card,Pending
ORD1719,28-04-2022,Book,Books,238.4,274.16,1,274.16,Chahat Menon,Lucknow,Debit Card,Cancelled
ORD1720,28-04-2022,Smartphone,Electronics,7141.27,7962.52,4,31850.08,Vivaan Reddy,Jaipur,Credit Card,Completed
ORD1721,28-04-2022,Washing Machine,Home Appliances,19072,22886.4,2,45772.8,Pranav Desai,Hyderabad,PayPal,Cancelled
ORD1722,29-04-2022,Laptop,Electronics,44700,52522.5,5,262612.5,Yashvi Gupta,Delhi,Credit Card,Cancelled
ORD1723,30-04-2022,Refrigerator,Home Appliances,23840,27416,4,109664,Devansh Desai,Hyderabad,Credit Card,Pending
ORD1724,30-04-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Shlok Jain,Ahmedabad,Debit Card,Pending
ORD1725,30-04-2022,Smartphone,Electronics,7141.27,7962.52,3,23887.56,Gaurav Sharma,Bengaluru,Credit Card,Pending
ORD1726,01-05-2022,Laptop,Electronics,44700,52522.5,3,157567.5,Vrinda Singh,Mumbai,Amazon Pay,Completed
ORD1727,02-05-2022,T-Shirt,Clothing,892.81,1383.85,1,1383.85,Ishika Yadav,Pune,Debit Card,Completed
ORD1728,02-05-2022,Book,Books,238.4,274.16,5,1370.8,Riya Kumar,Kolkata,Amazon Pay,Pending
ORD1729,02-05-2022,Running Shoes,Footwear,2682,3486.6,3,10459.8,Daksh Sharma,Bengaluru,Credit Card,Pending
ORD1730,03-05-2022,Refrigerator,Home Appliances,23840,27416,4,109664,Kairav Singh,Mumbai,Credit Card,Pending
ORD1731,03-05-2022,Washing Machine,Home Appliances,19072,22886.4,1,22886.4,Ananya Patel,Chennai,Debit Card,Pending
ORD1732,04-05-2022,Book,Books,238.4,274.16,1,274.16,Sia Reddy,Jaipur,Debit Card,Cancelled
ORD1733,05-05-2022,Headphones,Electronics,2980,3576,5,17880,Deepika Singh,Mumbai,Debit Card,Pending
ORD1734,06-05-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Navya Menon,Lucknow,PayPal,Cancelled
ORD1735,06-05-2022,Smartwatch,Electronics,2384,2920.4,2,5840.8,Vidhi Gupta,Delhi,PayPal,Pending
ORD1736,07-05-2022,Smartphone,Electronics,7141.27,7962.52,1,7962.52,Yashvi Gupta,Delhi,Credit Card,Cancelled
ORD1737,08-05-2022,Smartwatch,Electronics,2384,2920.4,3,8761.2,Mishka Patel,Chennai,Debit Card,Pending
ORD1738,08-05-2022,Book,Books,238.4,274.16,3,822.48,Falguni Patel,Chennai,Gift Card,Cancelled
ORD1739,08-05-2022,Refrigerator,Home Appliances,23840,27416,4,109664,Reyansh Yadav,Pune,Gift Card,Cancelled
ORD1740,14-05-2022,Book,Books,238.4,274.16,5,1370.8,Tathya Menon,Lucknow,Amazon Pay,Pending
ORD1741,15-05-2022,Headphones,Electronics,2980,3576,5,17880,Aaradhya Sharma,Bengaluru,Amazon Pay,Completed
ORD1742,16-05-2022,Laptop,Electronics,44700,52522.5,3,157567.5,Advik Gupta,Delhi,Amazon Pay,Completed
ORD1743,16-05-2022,Smartphone,Electronics,7141.27,7962.52,2,15925.04,Avani Desai,Hyderabad,PayPal,Completed
ORD1744,16-05-2022,T-Shirt,Clothing,892.81,1383.85,2,2767.7,Arjun Kumar,Kolkata,Gift Card,Cancelled
ORD1745,17-05-2022,T-Shirt,Clothing,892.81,1383.85,2,2767.7,Arjun Kumar,Kolkata,Gift Card,Cancelled
ORD1746,17-05-2022,Running Shoes,Footwear,2682,3486.6,1,3486.6,Mishka Patel,Chennai,Credit Card,Pending
ORD1747,17-05-2022,Jeans,Clothing,1907.2,2765.44,5,13827.2,Dhruv Yadav,Pune,PayPal,Completed
ORD1748,17-05-2022,Jeans,Clothing,1907.2,2765.44,2,5530.88,Rashi Yadav,Pune,Credit Card,Completed
ORD1749,17-05-2022,Refrigerator,Home Appliances,23840,27416,3,82248,Gia Reddy,Jaipur,Gift Card,Completed
ORD1750,18-05-2022,Book,Books,238.4,274.16,5,1370.8,Divya Reddy,Jaipur,Debit Card,Pending
ORD1751,19-05-2022,Smartwatch,Electronics,2384,2920.4,4,11681.6,Navya Menon,Lucknow,Credit Card,Completed
ORD1752,19-05-2022,Smartphone,Electronics,7141.27,7962.52,3,23887.56,Vihan Sharma,Bengaluru,Credit Card,Pending
ORD1753,19-05-2022,Refrigerator,Home Appliances,23840,27416,2,54832,Trisha Kumar,Kolkata,PayPal,Cancelled
ORD1754,20-05-2022,Smartwatch,Electronics,2384,2920.4,3,8761.2,Hrehaan Menon,Lucknow,Debit Card,Pending
ORD1755,20-05-2022,Smartphone,Electronics,7141.27,7962.52,3,23887.56,Neel Singh,Mumbai,Credit Card,Pending
ORD1756,21-05-2022,T-Shirt,Clothing,892.81,1383.85,2,2767.7,Vrinda Singh,Mumbai,Gift Card,Cancelled
ORD1757,21-05-2022,Headphones,Electronics,2980,3576,1,3576,Manya Yadav,Pune,Debit Card,Cancelled
ORD1758,25-05-2022,Washing Machine,Home Appliances,19072,22886.4,1,22886.4,Shlok Jain,Ahmedabad,Amazon Pay,Completed
ORD1759,27-05-2022,Refrigerator,Home Appliances,23840,27416,1,27416,Advik Gupta,Delhi,PayPal,Completed
ORD1760,29-05-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Siya Singh,Mumbai,PayPal,Completed
ORD1761,29-05-2022,Refrigerator,Home Appliances,23840,27416,4,109664,Jhanvi Gupta,Delhi,Credit Card,Pending
ORD1762,29-05-2022,Smartwatch,Electronics,2384,2920.4,4,11681.6,Shruti Reddy,Jaipur,Debit Card,Cancelled
ORD1763,31-05-2022,Running Shoes,Footwear,2682,3486.6,3,10459.8,Eklavya Gupta,Delhi,Amazon Pay,Completed
ORD1764,01-06-2022,Running Shoes,Footwear,2682,3486.6,2,6973.2,Ansh Jain,Ahmedabad,Amazon Pay,Completed
ORD1765,01-06-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Kabir Patel,Chennai,Debit Card,Pending
ORD1766,01-06-2022,Refrigerator,Home Appliances,23840,27416,2,54832,Gaurav Sharma,Bengaluru,PayPal,Cancelled
ORD1767,03-06-2022,Washing Machine,Home Appliances,19072,22886.4,1,22886.4,Pranav Desai,Hyderabad,Debit Card,Cancelled
ORD1768,04-06-2022,T-Shirt,Clothing,892.81,1383.85,4,5535.4,Amara Yadav,Pune,Credit Card,Pending
ORD1769,07-06-2022,T-Shirt,Clothing,892.81,1383.85,1,1383.85,Varun Singh,Mumbai,Amazon Pay,Pending
ORD1770,07-06-2022,Refrigerator,Home Appliances,23840,27416,4,109664,Samar Reddy,Jaipur,Gift Card,Pending
ORD1771,09-06-2022,Headphones,Electronics,2980,3576,4,14304,Divya Reddy,Jaipur,Amazon Pay,Cancelled
ORD1772,10-06-2022,Book,Books,238.4,274.16,2,548.32,Amara Yadav,Pune,Amazon Pay,Pending
ORD1773,11-06-2022,Refrigerator,Home Appliances,23840,27416,4,109664,Riya Kumar,Kolkata,Gift Card,Cancelled
ORD1774,12-06-2022,Jeans,Clothing,1907.2,2765.44,5,13827.2,Harsh Desai,Hyderabad,Debit Card,Pending
ORD1775,12-06-2022,Laptop,Electronics,44700,52522.5,3,157567.5,Advait Singh,Mumbai,Amazon Pay,Completed
ORD1776,13-06-2022,Smartphone,Electronics,7141.27,7962.52,5,39812.6,Divya Reddy,Jaipur,Gift Card,Pending
ORD1777,13-06-2022,Book,Books,238.4,274.16,2,548.32,Kavya Reddy,Jaipur,Debit Card,Completed
ORD1778,14-06-2022,Book,Books,238.4,274.16,1,274.16,Zara Menon,Lucknow,Credit Card,Pending
ORD1779,14-06-2022,T-Shirt,Clothing,892.81,1383.85,2,2767.7,Riya Kumar,Kolkata,Gift Card,Cancelled
ORD1780,16-06-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Arjun Kumar,Kolkata,Amazon Pay,Completed
ORD1781,18-06-2022,Running Shoes,Footwear,2682,3486.6,2,6973.2,Gaurav Sharma,Bengaluru,Debit Card,Cancelled
ORD1782,20-06-2022,Jeans,Clothing,1907.2,2765.44,3,8296.32,Sia Reddy,Jaipur,Credit Card,Cancelled
ORD1783,22-06-2022,Smartwatch,Electronics,2384,2920.4,2,5840.8,Shlok Jain,Ahmedabad,Debit Card,Completed
ORD1784,22-06-2022,Headphones,Electronics,2980,3576,4,14304,Kavya Reddy,Jaipur,Gift Card,Cancelled
ORD1785,23-06-2022,Smartphone,Electronics,7141.27,7962.52,2,15925.04,Vedika Jain,Ahmedabad,PayPal,Completed
ORD1786,23-06-2022,Jeans,Clothing,1907.2,2765.44,5,13827.2,Deepika Singh,Mumbai,Debit Card,Pending
ORD1787,25-06-2022,Running Shoes,Footwear,2682,3486.6,1,3486.6,Arjun Kumar,Kolkata,PayPal,Completed
ORD1788,26-06-2022,Laptop,Electronics,44700,52522.5,3,157567.5,Eva Jain,Ahmedabad,PayPal,Completed
ORD1789,26-06-2022,Running Shoes,Footwear,2682,3486.6,2,6973.2,Tathya Menon,Lucknow,Gift Card,Pending
ORD1790,28-06-2022,Jeans,Clothing,1907.2,2765.44,1,2765.44,Myra Jain,Ahmedabad,Gift Card,Cancelled
ORD1791,30-06-2022,Laptop,Electronics,44700,52522.5,4,210090,Chahat Menon,Lucknow,Credit Card,Completed
ORD1792,01-07-2022,Jeans,Clothing,1907.2,2765.44,5,13827.2,Vanya Yadav,Pune,Debit Card,Pending
ORD1793,01-07-2022,Book,Books,238.4,274.16,5,1370.8,Tanish Menon,Lucknow,Credit Card,Pending
ORD1794,02-07-2022,Smartwatch,Electronics,2384,2920.4,2,5840.8,Eva Jain,Ahmedabad,PayPal,Completed
ORD1795,04-07-2022,Running Shoes,Footwear,2682,3486.6,5,17433,Ishika Yadav,Pune,Gift Card,Pending
ORD1796,05-07-2022,Smartphone,Electronics,7141.27,7962.52,5,39812.6,Saisha Jain,Ahmedabad,PayPal,Completed
ORD1797,05-07-2022,Running Shoes,Footwear,2682,3486.6,1,3486.6,Bhavya Reddy,Jaipur,Gift Card,Cancelled
ORD1798,05-07-2022,Smartwatch,Electronics,2384,2920.4,1,2920.4,Ishika Yadav,Pune,Gift Card,Pending
ORD1799,07-07-2022,Headphones,Electronics,2980,3576,1,3576,Meher Sharma,Bengaluru,Debit Card,Cancelled
ORD1800,09-07-2022,Laptop,Electronics,44700,52522.5,1,52522.5,Zara Menon,Lucknow,Amazon Pay,Pending
ORD1801,09-07-2022,Laptop,Electronics,44700,52522.5,5,262612.5,Avni Kumar,Kolkata,PayPal,Completed
ORD1802,10-07-2022,Headphones,Electronics,2980,3576,3,10728,Yuvraj Desai,Hyderabad,Debit Card,Cancelled
ORD1803,11-07-2022,Laptop,Electronics,44700,52522.5,3,157567.5,Vrinda Singh,Mumbai,Credit Card,Pending
ORD1804,12-07-2022,T-Shirt,Clothing,892.81,1383.85,3,4151.55,Vidhi Gupta,Delhi,Debit Card,Completed
ORD1805,12-07-2022,T-Shirt,Clothing,892.81,1383.85,3,4151.55,Shanaya Jain,Ahmedabad,PayPal,Pending
ORD1806,12-07-2022,Smartphone,Electronics,7141.27,7962.52,4,31850.08,Amara Yadav,Pune,Credit Card,Pending
ORD1807,12-07-2022,Smartphone,Electronics,7141.27,7962.52,2,15925.04,Pranav Desai,Hyderabad,PayPal,Cancelled
ORD1808,13-07-2022,Smartphone,Electronics,7141.27,7962.52,1,7962.52,Zara Menon,Lucknow,Gift Card,Pending
ORD1809,13-07-2022,Laptop,Electronics,44700,52522.5,3,157567.5,Zara Menon,Lucknow,Credit Card,Cancelled
ORD1810,15-07-2022,Smartwatch,Electronics,2384,2920.4,3,8761.2,Urvashi Sharma,Bengaluru,Debit Card,Completed
ORD1811,15-07-2022,T-Shirt,Clothing,892.81,1383.85,2,2767.7,Ishika Yadav,Pune,Debit Card,Cancelled
ORD1812,16-07-2022,Book,Books,238.4,274.16,1,274.16,Tanvi Gupta,Delhi,Gift Card,Cancelled
ORD1813,17-07-2022,Smartphone,Electronics,7141.27,7962.52,1,7962.52,Avani Desai,Hyderabad,Credit Card,Cancelled
ORD1814,18-07-2022,Washing Machine,Home Appliances,19072,22886.4,5,114432,Shlok Jain,Ahmedabad,Amazon Pay,Pending
ORD1815,18-07-2022,Smartwatch,Electronics,2384,2920.4,1,2920.4,Naman Reddy,Jaipur,Gift Card,Pending
ORD1816,18-07-2022,Book,Books,238.4,274.16,1,274.16,Lakshya Menon,Lucknow,Credit Card,Cancelled
ORD1817,19-07-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Zara Menon,Lucknow,Debit Card,Completed
ORD1818,19-07-2022,Book,Books,238.4,274.16,2,548.32,Varun Singh,Mumbai,Amazon Pay,Pending
ORD1819,20-07-2022,Washing Machine,Home Appliances,19072,22886.4,4,91545.6,Zia Yadav,Pune,Amazon Pay,Pending
ORD1820,20-07-2022,Running Shoes,Footwear,2682,3486.6,3,10459.8,Sia Reddy,Jaipur,Debit Card,Cancelled
ORD1821,22-07-2022,Running Shoes,Footwear,2682,3486.6,2,6973.2,Sia Reddy,Jaipur,Debit Card,Cancelled
ORD1822,23-07-2022,Book,Books,238.4,274.16,5,1370.8,Eva Jain,Ahmedabad,PayPal,Pending
ORD1823,25-07-2022,Running Shoes,Footwear,2682,3486.6,3,10459.8,Aaradhya Sharma,Bengaluru,Gift Card,Pending
ORD1824,25-07-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Jhanvi Gupta,Delhi,Amazon Pay,Completed
ORD1825,27-07-2022,Smartphone,Electronics,7141.27,7962.52,5,39812.6,Avni Kumar,Kolkata,Amazon Pay,Pending
ORD1826,27-07-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Shruti Reddy,Jaipur,Debit Card,Pending
ORD1827,27-07-2022,T-Shirt,Clothing,892.81,1383.85,5,6919.25,Lara Gupta,Delhi,PayPal,Completed
ORD1828,28-07-2022,Running Shoes,Footwear,2682,3486.6,1,3486.6,Advait Singh,Mumbai,PayPal,Completed
ORD1829,29-07-2022,Smartphone,Electronics,7141.27,7962.52,1,7962.52,Yashvi Gupta,Delhi,Debit Card,Cancelled
ORD1830,30-07-2022,Running Shoes,Footwear,2682,3486.6,3,10459.8,Ruhi Yadav,Pune,Debit Card,Cancelled
ORD1831,30-07-2022,Smartphone,Electronics,7141.27,7962.52,5,39812.6,Vedika Jain,Ahmedabad,Gift Card,Completed
ORD1832,01-08-2022,T-Shirt,Clothing,892.81,1383.85,5,6919.25,Tanish Menon,Lucknow,PayPal,Completed
ORD1833,01-08-2022,Jeans,Clothing,1907.2,2765.44,2,5530.88,Ayush Yadav,Pune,PayPal,Completed
ORD1834,02-08-2022,Running Shoes,Footwear,2682,3486.6,3,10459.8,Arjun Kumar,Kolkata,Amazon Pay,Completed
ORD1835,02-08-2022,Laptop,Electronics,44700,52522.5,5,262612.5,Avni Kumar,Kolkata,Debit Card,Pending
ORD1836,02-08-2022,Refrigerator,Home Appliances,23840,27416,2,54832,Shanaya Jain,Ahmedabad,PayPal,Cancelled
ORD1837,03-08-2022,Running Shoes,Footwear,2682,3486.6,3,10459.8,Shaurya Sharma,Bengaluru,Gift Card,Pending
ORD1838,04-08-2022,Jeans,Clothing,1907.2,2765.44,5,13827.2,Prisha Gupta,Delhi,Debit Card,Cancelled
ORD1839,04-08-2022,Book,Books,238.4,274.16,4,1096.64,Advait Singh,Mumbai,Credit Card,Completed
ORD1840,05-08-2022,Running Shoes,Footwear,2682,3486.6,4,13946.4,Eesha Menon,Lucknow,PayPal,Completed
ORD1841,06-08-2022,Smartwatch,Electronics,2384,2920.4,3,8761.2,Siya Singh,Mumbai,Debit Card,Completed
ORD1842,06-08-2022,Smartphone,Electronics,7141.27,7962.52,2,15925.04,Lara Gupta,Delhi,Credit Card,Cancelled
ORD1843,06-08-2022,Refrigerator,Home Appliances,23840,27416,3,82248,Sara Menon,Lucknow,Gift Card,Completed
ORD1844,06-08-2022,Smartphone,Electronics,7141.27,7962.52,1,7962.52,Vivaan Reddy,Jaipur,Debit Card,Cancelled
ORD1845,07-08-2022,T-Shirt,Clothing,892.81,1383.85,1,1383.85,Shaurya Sharma,Bengaluru,Credit Card,Completed
ORD1846,07-08-2022,Headphones,Electronics,2980,3576,2,7152,Neel Singh,Mumbai,Debit Card,Completed
ORD1847,07-08-2022,Refrigerator,Home Appliances,23840,27416,2,54832,Aditi Singh,Mumbai,PayPal,Completed
ORD1848,07-08-2022,Laptop,Electronics,44700,52522.5,3,157567.5,Jatin Jain,Ahmedabad,Amazon Pay,Completed
ORD1849,07-08-2022,Smartphone,Electronics,7141.27,7962.52,5,39812.6,Ishika Yadav,Pune,Gift Card,Completed
ORD1850,08-08-2022,Smartphone,Electronics,7141.27,7962.52,4,31850.08,Vidhi Gupta,Delhi,Credit Card,Completed
ORD1851,10-08-2022,Book,Books,238.4,274.16,5,1370.8,Ishaan Singh,Mumbai,Amazon Pay,Completed
ORD1852,10-08-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Vivaan Reddy,Jaipur,Amazon Pay,Completed
ORD1853,11-08-2022,Headphones,Electronics,2980,3576,2,7152,Aaditya Desai,Hyderabad,PayPal,Pending
ORD1854,13-08-2022,Laptop,Electronics,44700,52522.5,3,157567.5,Yuvraj Desai,Hyderabad,Amazon Pay,Completed
ORD1855,14-08-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Jhanvi Gupta,Delhi,PayPal,Completed
ORD1856,16-08-2022,T-Shirt,Clothing,892.81,1383.85,1,1383.85,Devansh Desai,Hyderabad,Credit Card,Pending
ORD1857,17-08-2022,Laptop,Electronics,44700,52522.5,3,157567.5,Ruhi Yadav,Pune,PayPal,Completed
ORD1858,17-08-2022,Headphones,Electronics,2980,3576,3,10728,Manya Yadav,Pune,PayPal,Cancelled
ORD1859,18-08-2022,Smartphone,Electronics,7141.27,7962.52,2,15925.04,Xylo Kumar,Kolkata,Credit Card,Completed
ORD1860,18-08-2022,Laptop,Electronics,44700,52522.5,4,210090,Tanish Menon,Lucknow,Gift Card,Pending
ORD1861,19-08-2022,T-Shirt,Clothing,892.81,1383.85,1,1383.85,Yuvaan Patel,Chennai,Amazon Pay,Completed
ORD1862,19-08-2022,Smartwatch,Electronics,2384,2920.4,2,5840.8,Shlok Jain,Ahmedabad,PayPal,Cancelled
ORD1863,19-08-2022,Smartwatch,Electronics,2384,2920.4,2,5840.8,Trisha Kumar,Kolkata,PayPal,Completed
ORD1864,20-08-2022,Laptop,Electronics,44700,52522.5,3,157567.5,Chahat Menon,Lucknow,PayPal,Pending
ORD1865,20-08-2022,Headphones,Electronics,2980,3576,2,7152,Ojas Gupta,Delhi,PayPal,Pending
ORD1866,21-08-2022,Jeans,Clothing,1907.2,2765.44,1,2765.44,Sara Menon,Lucknow,PayPal,Cancelled
ORD1867,22-08-2022,T-Shirt,Clothing,892.81,1383.85,5,6919.25,Daksh Sharma,Bengaluru,PayPal,Completed
ORD1868,22-08-2022,Smartwatch,Electronics,2384,2920.4,1,2920.4,Falguni Patel,Chennai,Gift Card,Completed
ORD1869,23-08-2022,Book,Books,238.4,274.16,5,1370.8,Yuvraj Desai,Hyderabad,Amazon Pay,Completed
ORD1870,24-08-2022,Smartphone,Electronics,7141.27,7962.52,3,23887.56,Yashvi Gupta,Delhi,Credit Card,Completed
ORD1871,24-08-2022,Refrigerator,Home Appliances,23840,27416,3,82248,Saisha Jain,Ahmedabad,Gift Card,Completed
ORD1872,25-08-2022,Laptop,Electronics,44700,52522.5,4,210090,Tanish Menon,Lucknow,Amazon Pay,Pending
ORD1873,25-08-2022,Laptop,Electronics,44700,52522.5,1,52522.5,Kavya Reddy,Jaipur,Credit Card,Cancelled
ORD1874,25-08-2022,Refrigerator,Home Appliances,23840,27416,2,54832,Waman Patel,Chennai,Debit Card,Pending
ORD1875,26-08-2022,Headphones,Electronics,2980,3576,1,3576,Vanya Yadav,Pune,Credit Card,Completed
ORD1876,26-08-2022,Book,Books,238.4,274.16,5,1370.8,Vidhi Gupta,Delhi,Credit Card,Pending
ORD1877,27-08-2022,Smartphone,Electronics,7141.27,7962.52,1,7962.52,Pari Singh,Mumbai,Credit Card,Cancelled
ORD1878,28-08-2022,Smartphone,Electronics,7141.27,7962.52,5,39812.6,Ansh Jain,Ahmedabad,Gift Card,Completed
ORD1879,28-08-2022,Refrigerator,Home Appliances,23840,27416,1,27416,Navya Menon,Lucknow,PayPal,Completed
ORD1880,29-08-2022,Book,Books,238.4,274.16,4,1096.64,Yuvraj Desai,Hyderabad,Gift Card,Cancelled
ORD1881,30-08-2022,Headphones,Electronics,2980,3576,2,7152,Ansh Jain,Ahmedabad,Debit Card,Completed
ORD1882,30-08-2022,Smartwatch,Electronics,2384,2920.4,4,11681.6,Urvashi Sharma,Bengaluru,PayPal,Cancelled
ORD1883,31-08-2022,Running Shoes,Footwear,2682,3486.6,1,3486.6,Yuvaan Patel,Chennai,Credit Card,Pending
ORD1884,02-09-2022,Laptop,Electronics,44700,52522.5,1,52522.5,Manya Yadav,Pune,Amazon Pay,Cancelled
ORD1885,02-09-2022,Smartphone,Electronics,7141.27,7962.52,4,31850.08,Ishaan Singh,Mumbai,Debit Card,Completed
ORD1886,02-09-2022,Smartphone,Electronics,7141.27,7962.52,3,23887.56,Pari Singh,Mumbai,Credit Card,Completed
ORD1887,02-09-2022,Headphones,Electronics,2980,3576,3,10728,Manya Yadav,Pune,PayPal,Cancelled
ORD1888,02-09-2022,T-Shirt,Clothing,892.81,1383.85,5,6919.25,Eesha Menon,Lucknow,PayPal,Completed
ORD1889,05-09-2022,Jeans,Clothing,1907.2,2765.44,1,2765.44,Zoya Kumar,Kolkata,Debit Card,Pending
ORD1890,06-09-2022,Book,Books,238.4,274.16,5,1370.8,Pari Singh,Mumbai,Credit Card,Pending
ORD1891,06-09-2022,Headphones,Electronics,2980,3576,4,14304,Tathya Menon,Lucknow,Amazon Pay,Cancelled
ORD1892,09-09-2022,Headphones,Electronics,2980,3576,5,17880,Neel Singh,Mumbai,Amazon Pay,Completed
ORD1893,09-09-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Hrehaan Menon,Lucknow,PayPal,Cancelled
ORD1894,10-09-2022,Smartwatch,Electronics,2384,2920.4,3,8761.2,Kabir Patel,Chennai,Debit Card,Completed
ORD1895,10-09-2022,Smartphone,Electronics,7141.27,7962.52,5,39812.6,Yuvaan Patel,Chennai,Gift Card,Completed
ORD1896,12-09-2022,Laptop,Electronics,44700,52522.5,3,157567.5,Dhruv Yadav,Pune,Amazon Pay,Completed
ORD1897,13-09-2022,Jeans,Clothing,1907.2,2765.44,5,13827.2,Samar Reddy,Jaipur,Debit Card,Pending
ORD1898,13-09-2022,Smartphone,Electronics,7141.27,7962.52,4,31850.08,Harsh Desai,Hyderabad,Debit Card,Completed
ORD1899,14-09-2022,Smartwatch,Electronics,2384,2920.4,5,14602,Uday Desai,Hyderabad,Credit Card,Pending
